,站號,站名,海拔高度(m),城市,經度,緯度,地址
211,C0I530,小奇萊,3014.0,南投縣,121.295717,24.131764,仁愛鄉小奇萊步道指標1.5K處附近
212,C0I540,奇萊稜線,3344.0,南投縣,121.326456,24.109231,仁愛鄉奇萊連峰指標6.4K處(奇萊山屋附近)
213,C0K240,草嶺,1132.0,雲林縣,120.693461,23.59555,古坑鄉草嶺村龍頭
214,C0K250,崙背,12.0,雲林縣,120.318925,23.75555,崙背鄉阿勸村阿勸農場(阿勸段487號)
215,C0K280,四湖,23.0,雲林縣,120.227125,23.630414,四湖鄉湖西村中正路766號(四湖國民中學內)
216,C0K291,宜梧,8.0,雲林縣,120.169329,23.536281,口湖鄉湖口村170號央廣口湖分台內(憲兵排樓頂)
217,C0K330,虎尾,38.0,雲林縣,120.442036,23.719183,虎尾鎮林森路一段64號(中正國民小學內)
218,C0K390,土庫,31.0,雲林縣,120.395574,23.679029,土庫鎮建國路41號(土庫消防分隊)
219,C0K400,斗六,65.0,雲林縣,120.541127,23.720583,斗六市鎮北路345-1號(斗六消防分隊)
220,C0K410,北港,20.0,雲林縣,120.292802,23.573957,北港鎮大同路565號(北港消防分隊)
221,C0K420,西螺,42.0,雲林縣,120.467394,23.800407,西螺鎮公正路211號(西螺消防分隊)
222,C0K430,褒忠,30.0,雲林縣,120.303634,23.690938,褒忠鄉中正路451號(褒忠鄉公所)
223,C0K440,二崙,35.0,雲林縣,120.408944,23.772797,二崙鄉中正路80號(二崙消防分隊)
224,C0K450,大埤,35.0,雲林縣,120.431537,23.646074,大埤鄉中山路8號(大埤鄉公所)
225,C0K460,斗南,60.0,雲林縣,120.478359,23.678734,斗南鎮延平路二段266號(斗南鎮停一立體停車場)
226,C0K470,林內,97.0,雲林縣,120.609642,23.748675,林內鄉中正路685號(林內消防分隊)
227,C0K480,莿桐,56.0,雲林縣,120.502372,23.761192,莿桐鄉和平路53號(莿桐鄉公所)
228,C0K500,元長,12.0,雲林縣,120.315024,23.64981,元長鄉長南村仁愛街2號(元長鄉公所)
229,C0K510,水林,10.0,雲林縣,120.24597,23.572924,水林鄉水北村水林路12號(水林鄉公所)
230,C0K520,雲林東勢,10.0,雲林縣,120.154778,23.674449,東勢鄉東南村所前街3號(東勢鄉公所)
231,C0K530,臺西,12.0,雲林縣,120.197559,23.701547,台西鄉中山路110巷38號(臺西消防分隊)
232,C0K550,蔦松,15.0,雲林縣,120.229736,23.514319,水林鄉松中村蔦松路213號(蔦松國小)
233,C0K560,棋山,117.0,雲林縣,120.603417,23.68645,古坑鄉棋盤村棋山49號(棋山國小)
234,C0K580,高鐵雲林,26.0,雲林縣,120.417944,23.737456,虎尾鎮站前東路301號(高鐵雲林站外)
235,C0M410,馬頭山,245.0,嘉義縣,120.582017,23.324361,大埔鄉永樂村1鄰內灣仔2號
236,C0M520,東後寮,15.0,嘉義縣,120.248065,23.369908,義竹鄉東光村7號(台糖東後寮農場)
237,C0M530,奮起湖,1385.0,嘉義縣,120.699253,23.493903,竹崎鄉阿里山事業區148林班地(中興苗圃內)
238,C0M640,中埔,155.0,嘉義縣,120.5229,23.42538,中埔鄉中埔村128號(中埔鄉公所)
239,C0M650,朴子,20.0,嘉義縣,120.23902,23.43463,朴子市竹村里36號(竹村國小)
240,C0M660,溪口,40.0,嘉義縣,120.403569,23.604131,溪口鄉中正東路103號(溪口國中學生活動中心)
241,C0M670,大林,43.0,嘉義縣,120.45841,23.600616,大林鎮新興街110號(大林地政事務所)
242,C0M680,太保,37.0,嘉義縣,120.331455,23.455062,太保市太保里31號(太保市圖書館)
243,C0M690,水上,33.0,嘉義縣,120.388909,23.419734,水上鄉三鎮村三鎮路119號(水上消防分隊)
244,C0M700,竹崎,150.0,嘉義縣,120.555508,23.526178,竹崎鄉竹崎村舊車站79號(竹崎消防分隊)
245,C0M710,東石,15.0,嘉義縣,120.15385,23.458927,東石鄉東石村3號(東石鄉公所)
246,C0M720,番路,225.0,嘉義縣,120.554156,23.464657,番路鄉下坑村蔡公店101號(番路鄉公所)
247,C0M730,嘉義市東區,40.0,嘉義市,120.460531,23.457673,親水路123 號(第五河川局水情中心)
248,C0M740,六腳,15.0,嘉義縣,120.290625,23.492871,六腳鄉蒜頭村73-2號(六腳消防分隊)
249,C0M750,布袋,10.0,嘉義縣,120.167789,23.380878,布袋鎮龍江里2-2號(布袋消防分隊)
250,C0M760,民雄,40.0,嘉義縣,120.428457,23.551754,民雄鄉文化路7號(民雄鄉公所)
251,C0M770,嘉義梅山,164.0,嘉義縣,120.555587,23.585398,梅山鄉中山路282號(梅山鄉公所)
252,C0M780,鹿草,30.0,嘉義縣,120.30835,23.41134,鹿草鄉西井村287號(鹿草鄉公所)
253,C0M790,新港,15.0,嘉義縣,120.345728,23.553269,新港鄉公園路28號(新港消防分隊)
254,C0M800,茶山,440.0,嘉義縣,120.664767,23.299075,阿里山鄉茶山路62號之1(茶山村衛生室)
255,C0M810,里佳,1354.0,嘉義縣,120.716647,23.389125,阿里山鄉里佳村
256,C0M820,達邦,980.0,嘉義縣,120.749517,23.453994,阿里山鄉達邦村21號(鄒族自然與文化中心)
257,C0M850,表湖,695.0,嘉義縣,120.64166,23.24186,大埔鄉溪頭段1地號
258,C0M860,新美,578.0,嘉義縣,120.683169,23.338017,嘉義縣阿里山鄉新美村78號
259,C0O810,曾文,161.0,臺南市,120.497328,23.219681,楠西區曾文新村(曾文水庫管理局內)
260,C0O830,北寮,127.0,臺南市,120.495008,23.079561,南化區北寮里48-4號
261,C0O840,王爺宮,134.0,臺南市,120.40085,23.222064,六甲區王爺里24號（六甲國小湖東分校）
262,C0O860,大內,38.0,臺南市,120.36083,23.11885,大內區74201大內里63號(大內國民小學)
263,C0O900,善化,9.0,臺南市,120.297219,23.112883,善化區益民寮60號(亞洲蔬菜研究發展中心內)
264,C0O930,玉井,69.0,臺南市,120.46055,23.126042,玉井區台灣糖業公司玉井糖廠
265,C0O950,安南,4.0,臺南市,120.144861,23.076694,安南區公學路6段589號(學東國民小學內)
266,C0O960,崎頂,112.0,臺南市,120.369317,22.959547,龍崎區中坑里5鄰13號
267,C0O970,虎頭埤,71.0,臺南市,120.347878,23.021375,新化區口埤18號(新化分場)
268,C0O980,新市,18.0,臺南市,120.298197,23.061614,新市區永就里53號(番子寮農場)
269,C0O990,媽廟,18.0,臺南市,120.293525,22.99175,歸仁區中正北路3段60號(保西國民小學內)
270,C0R100,尾寮山,1006.0,屏東縣,120.683889,22.833111,三地門鄉口社檢查站車程約2小時(尾寮山瞭望台旁)
271,C0R130,阿禮,1040.0,屏東縣,120.743678,22.742908,霧台鄉(屏東事業區第46林班)由山地文化村開車約2小時需徒步轉波站前面
272,C0R140,瑪家,740.0,屏東縣,120.686639,22.682903,瑪家鄉瑪家村4鄰24號(後山)
273,C0R150,三地門,105.0,屏東縣,120.639944,22.709889,內埔鄉水門村成功路83號(國立內埔高級農工職業學校內)
274,C0R160,鹽埔,45.0,屏東縣,120.530778,22.739558,屏東縣鹽埔鄉七份路21號(彭厝國小)
275,C0R170,屏東,26.0,屏東縣,120.494072,22.660269,屏東市復興路245號(台灣糖業公司屏東區處場區內)
276,C0R190,赤山,32.0,屏東縣,120.614306,22.592333,萬巒鄉建興路40號（赤山國小）
277,C0R220,潮州,23.0,屏東縣,120.54,22.534361,潮州鎮光春路290號(屏東縣立光春國民中學內)
278,C0R240,來義,87.0,屏東縣,120.625111,22.527306,萬巒鄉新隆路64號萬巒農場（佳佐段180號）
279,C0R260,春日,76.0,屏東縣,120.628306,22.370361,春日鄉鄉公所資源回收場旁
280,C0R270,琉球嶼,51.0,屏東縣,120.362236,22.332244,琉球鄉天台段596及597地號
281,C0R280,檳榔,242.0,屏東縣,120.836777,22.076078,滿州鄉長樂村大公路14號(往南仁山方向)
282,C0R320,車城,7.0,屏東縣,120.716073,22.074033,車城鄉福興村中山路66號(車城國小)
283,C0R341,牡丹,230.0,屏東縣,120.792639,22.130036,199縣道23K-23.5K間車城往旭海方向之右側
284,C0R350,貓鼻頭,35.0,屏東縣,120.7358,21.921774,恆春鎮(貓鼻頭風景區內)
285,C0R440,大漢山,1654.0,屏東縣,120.753181,22.405264,春日鄉大漢山頂
286,C0R470,高樹,103.0,屏東縣,120.600806,22.826389,高樹鄉興中路330號(高樹圖書館)
287,C0R480,長治,57.0,屏東縣,120.542622,22.693128,長治鄉德成村中興路572-1號(長治消防分隊)
288,C0R490,九如,49.0,屏東縣,120.490503,22.7405,九如鄉九如路二段416號(九如鄉公所)
289,C0R510,萬丹,31.0,屏東縣,120.490394,22.587775,萬丹鄉萬安村和平東路69號(萬丹消防分隊)
290,C0R520,崁頂,18.0,屏東縣,120.506914,22.514781,崁頂鄉崁頂村興農路29-10號(崁頂消防分隊)
291,C0R530,林邊,16.0,屏東縣,120.509983,22.430836,林邊鄉光林村和平路45號(林邊鄉衛生所)
292,C0R540,佳冬,17.0,屏東縣,120.552375,22.419456,佳冬鄉佳昌路2號(佳冬鄉公所)
293,C0R550,新埤,38.0,屏東縣,120.582894,22.467947,新埤鄉民眾路103號(新埤消防分隊)
294,C0R560,新園,22.0,屏東縣,120.461558,22.5434,新園鄉仙吉村店口路116號(新園消防分隊)
295,C0R570,麟洛,37.0,屏東縣,120.52719,22.65078,麟洛鄉中山路158號(麟洛鄉公所)
296,C0R580,南州,10.0,屏東縣,120.50274,22.48591,南州鄉溪南村人和路241號(南州消防分隊)
297,C0R590,里港,72.0,屏東縣,120.49459,22.77919,里港鄉永春村中山路104號(里港鄉公所)
298,C0R600,舊泰武,766.0,屏東縣,120.664944,22.588194,泰武鄉泰武村良武巷101號(舊泰武村老人活動中心)
299,C0R620,墾雷,34.0,屏東縣,120.855269,21.900836,恆春鎮燈塔路51巷33號(氣象局墾丁雷達站區內)
300,C0R640,東港,21.0,屏東縣,120.44074,22.46247,東港鎮豐漁里豐漁街67號（水產試驗所東港生技研究中心）
301,C0R650,竹田,29.0,屏東縣,120.54344,22.58486,竹田鄉中正路123號(竹田鄉公所清潔隊)
302,C0R660,枋寮,20.0,屏東縣,120.590647,22.367722,枋寮鄉枋寮村德興路197號(枋寮國小)
303,C0R670,楓港,26.0,屏東縣,120.692156,22.190131,枋山鄉善餘村光復路24號(楓港國小)
304,C0R680,佳樂水,13.0,屏東縣,120.861633,21.993578,滿州鄉佳樂水風景區內
305,C0R690,墾丁,348.0,屏東縣,120.810269,21.966756,恆春鎮墾丁森林遊樂區林業試驗所觀測坪
306,C0R700,枋山,19.0,屏東縣,120.661086,22.246844,枋山鄉中山路三段52號(加祿國小)
307,C0R710,龍磐,117.0,屏東縣,120.838942,21.931672,屏東縣恆春助航台(NDB歸航台)
308,C0R720,旭海,214.0,屏東縣,120.887614,22.205403,牡丹鄉旭海大草原步道旁
309,C0R730,大坪頂,163.0,屏東縣,120.69355,22.024633,屏東縣恆春鎮大坪頂電信機房旁
310,C0R740,獅子,58.0,屏東縣,120.70525,22.201569,屏東縣獅子鄉楓林村2巷26號
311,C0R750,四林格山,551.0,屏東縣,120.802439,22.076989,屏東縣牡丹鄉四林格山遊樂區第2涼亭旁大草原
312,C0R760,南仁湖,336.0,屏東縣,120.863353,22.084681,屏東縣滿州鄉南仁湖步道4K山頂觀測站旁
313,C0R770,保力,93.0,屏東縣,120.764111,22.071122,屏東縣車城鄉保力村竹社路5號
314,C0R780,滿州,72.0,屏東縣,120.839892,22.024403,屏東縣滿州鄉文化路32號
315,C0R790,九棚,111.0,屏東縣,120.889281,22.14195,屏東縣牡丹鄉九棚中科院基地
316,C0R800,丹路,131.0,屏東縣,120.750989,22.204481,屏東縣獅子鄉丹路一巷1號
317,C0R810,內獅,25.0,屏東縣,120.642986,22.305064,獅子鄉內獅村1號(內獅國小)
318,C0R820,白鷺,588.0,屏東縣,120.666219,22.454275,屏東縣來義鄉白鷺大橋沿白鷺道路5.5公里處
319,C0R830,高士,383.0,屏東縣,120.836781,22.121825,屏東縣牡丹鄉高士社區進水廠水塔頂
320,C0R840,牡丹池山,536.0,屏東縣,120.841225,22.168389,屏東縣牡丹鄉牡丹池山山頂
321,C0S660,下馬,794.0,臺東縣,121.070312,23.150427,海端鄉廢棄下馬派出所旁
322,C0S690,太麻里,522.0,臺東縣,120.98533,22.60902,太麻里鄉(往金針山茶區之半路上)
323,C0S700,知本,507.0,臺東縣,121.005642,22.684866,卑南鄉溫泉村(溫泉國小之樂山分校內)
324,C0S710,鹿野,382.0,臺東縣,121.122994,22.917711,鹿野鄉鹿野高台高眺亭公廁東側草地上
325,C0S730,綠島,110.0,臺東縣,121.47533,22.6672,綠島鄉
326,C0S740,池上,289.0,臺東縣,121.209469,23.119628,池上鄉新興村104號(退輔會臺東農場內)
327,C0S750,向陽,2280.0,臺東縣,120.986133,23.248397,海端鄉向陽(公路局向陽工務段圍牆內)
328,C0S760,紅石,1621.0,臺東縣,121.126219,23.069131,海端鄉紅石(紅石瞭望臺旁)
329,C0S770,大溪山,375.0,臺東縣,120.943325,22.478475,太麻里鄉多良村(廢棄中華電信轉播站旁)
330,C0S790,金崙,236.0,臺東縣,120.966875,22.538122,太麻里鄉金崙段0304-1地號
331,C0S810,東河,65.0,臺東縣,121.303986,22.972672,東河鄉北東河17鄰26號(東河國民小學操場旁)
332,C0S830,長濱,288.0,臺東縣,121.411975,23.286817,長濱鄉竹湖村移民橋後方山頂三角點旁
333,C0S840,南田,22.0,臺東縣,120.889208,22.279725,達仁鄉南田村南田風景區公園對面
334,C0S890,關山,238.0,臺東縣,121.175017,23.0395,關山鎮親水公園內
335,C0S900,蘭嶼高中,27.0,臺東縣,121.51214,22.04909,蘭嶼鄉椰油村37號（蘭嶼高中內）
336,C0S910,蘭嶼燈塔,212.0,臺東縣,121.503117,22.081197,蘭嶼鄉椰油段1-7地號（蘭嶼燈塔旁）
337,C0S920,金峰嘉蘭,133.0,臺東縣,120.960903,22.598758,金峰鄉嘉蘭村12鄰665號(金峰鄉嘉蘭村活動中心)
338,C0S930,延平,248.0,臺東縣,121.084058,22.902581,臺東縣延平鄉昇平路75號(延平消防分隊)
339,C0S940,石寧山,150.0,臺東縣,121.406639,23.223772,長濱鄉寧埔村石寧山附近山區
340,C0S950,七塊厝,415.0,臺東縣,121.229922,22.954453,東河鄉尚德村七塊厝產業道路附近山區
341,C0S960,香蘭,32.0,臺東縣,120.993375,22.587569,太麻里鄉香蘭村四鄰28號 (香蘭國小)
342,C0S970,加津林,19.0,臺東縣,120.926942,22.416211,大武鄉大竹村14鄰加津林4號(舊高溪派出所)
343,C0S980,勝林山,903.0,臺東縣,120.8938,22.430439,達仁鄉勝林山山頂停機坪旁(與大武鄉交界附近)
344,C0S990,山豬窟,409.0,臺東縣,120.857372,22.318619,大武鄉南興村山豬窟產業道路附近山區(梅園涼亭旁)
345,C0SA00,歷坵,466.0,臺東縣,120.89185,22.520969,金峰鄉歷坵產業道路附近山區
346,C0SA10,檳榔四格山,411.0,臺東縣,121.109308,22.810031,卑南鄉檳榔四格山山頂瞭望臺旁
347,C0SA20,金崙山,857.0,臺東縣,120.959667,22.567419,太麻里鄉富山產業道路附近山區(與金峰鄉交界附近)
348,C0SA30,都歷,93.0,臺東縣,121.323642,23.020333,成功鎮新村路25號(東部海岸國家風景區管理處)
349,C0SA40,瑞和,200.0,臺東縣,121.156697,22.974361,鹿野鄉瑞和村瑞景路3段1號(瑞源國中)
350,C0SA60,知本（水試所）,11.0,臺東縣,121.082761,22.702394,臺東縣臺東市知本路2段291巷299號
351,C0SA80,土坂,136.0,臺東縣,120.887488,22.452922,達仁鄉土坂村1鄰10號(土坂國民小學操場旁)
352,C0SA90,達仁林場,497.0,臺東縣,120.823972,22.264347,臺東縣達仁鄉臺東達五號農路4K處
353,C0T790,大禹嶺,2830.0,花蓮縣,121.316086,24.186117,秀林鄉立霧溪事業區67林班地(救國團大禹山莊)
354,C0T820,天祥,550.0,花蓮縣,121.495639,24.179597,秀林鄉立霧溪事業區80林班地(天祥祥德寺)
355,C0T870,鯉魚潭,135.0,花蓮縣,121.508944,23.935639,壽豐鄉池南村池南路一段8號(鯉魚潭風景區旁)
356,C0T900,西林,160.0,花蓮縣,121.441458,23.8119,萬榮鄉西林路8鄰114號(西林國民小學運動場旁)
357,C0T960,光復,120.0,花蓮縣,121.424964,23.660694,光復鄉大進村糖廠街19號(台糖公司花蓮光復糖廠內)
358,C0T9A0,月眉山,498.0,花蓮縣,121.539828,23.809928,壽豐鄉月眉山旁的小山丘上(過米棧大橋往山上水璉方向至四號橋左轉之山上)
359,C0T9B0,水源,558.0,花蓮縣,121.537169,23.991861,秀林鄉原林務局水源段的苗圃內
360,C0T9D0,和中,8.0,花蓮縣,121.74103,24.26676,秀林鄉秀林村62號(和平國小和中分校校園內)
361,C0T9E0,大坑,415.0,花蓮縣,121.581981,23.880628,壽豐鄉10鄰山嶺80之1號(中華電信公司賀田山機房)旁
362,C0T9F0,水璉,251.0,花蓮縣,121.542514,23.797131,壽豐鄉水璉村
363,C0T9G0,鳳林山,605.0,花蓮縣,121.420131,23.735269,鳳林鎮
364,C0T9H0,加路蘭山,725.0,花蓮縣,121.5274,23.682947,豐濱鄉臨海段776-4號
365,C0T9I0,豐濱,152.0,花蓮縣,121.514806,23.583897,豐濱鄉豐濱村
366,C0T9M0,靜浦,92.0,花蓮縣,121.495028,23.455167,豐濱鄉靜浦村活動中心後山上
367,C0T9N0,富里,261.0,花蓮縣,121.249378,23.171639,富里鄉永安街52號(富里國小)
368,C0U520,雙連埤,517.0,宜蘭縣,121.641303,24.753033,員山鄉雙連埤地區(需徒步20分鐘)
369,C0U600,礁溪,10.0,宜蘭縣,121.765536,24.817544,礁溪鄉礁溪路四段23號(礁溪國民中學教室後宿舍旁)
370,C0U650,玉蘭,442.0,宜蘭縣,121.587061,24.675286,大同鄉松羅村鹿場路11號(往松羅山頂瞭望亭旁)
371,C0U710,太平山,1942.0,宜蘭縣,121.525656,24.505486,大同鄉太平山93林班地(林務局路標22.3k處)
372,C0U720,南山,1260.0,宜蘭縣,121.38167,24.43742,大同鄉南山村4鄰埤南巷31-3號(南山國民小學內)
373,C0U750,龜山島,398.0,宜蘭縣,121.953133,24.841667,頭城鎮龜山島山頂401高地觀景台
374,C0U760,東澳,22.0,宜蘭縣,121.83318,24.52196,南澳鄉東岳村蘇花路三段209號(東澳國小校園內)
375,C0U770,南澳,5.0,宜蘭縣,121.81022,24.44935,南澳鄉中央氣象局地震中心系統維護課之南澳地震站
376,C0U780,五結,15.0,宜蘭縣,121.79794,24.68637,五結鄉五結中路二段88號(五結國小)
377,C0U860,頭城,5.0,宜蘭縣,121.8308,24.85323,頭城鎮協天路468號(中華電信頭城海纜站內)
378,C0U870,大礁溪,474.0,宜蘭縣,121.67505,24.79104,礁溪鄉二結村一鄰9-1號(國立宜蘭大學實驗林場)
379,C0U890,三星,116.0,宜蘭縣,121.65302,24.66812,三星鄉月眉街54號(三星國中)
380,C0U900,內城,63.0,宜蘭縣,121.68766,24.71813,員山鄉內城路545號(內城國民中小學)
381,C0U910,冬山,17.0,宜蘭縣,121.7937,24.63373,冬山鄉冬山路98-5號(冬山消防分隊)
382,C0U940,羅東,25.0,宜蘭縣,121.74934,24.68184,羅東鎮羅東運動公園南側(北成路二段停車場旁自行車道入口)
383,C0U950,鶯子嶺,1012.0,宜蘭縣,121.79244,24.89754,頭城鎮鶯子嶺通信站區內
384,C0U960,翠峰湖,1885.0,宜蘭縣,121.608044,24.510856,大同鄉太平山翠峰湖停車場木棧道旁
385,C0U970,大福,7.0,宜蘭縣,121.81389,24.80064,壯圍鄉大福路一段62巷26號(大福國小)
386,C0U980,坪林石牌,573.0,宜蘭縣,121.77396,24.86478,頭城鎮與新北市坪林區交界附近之國有林班地(位於坪林石牌附近山區)
387,C0U990,員山,31.0,宜蘭縣,121.72247,24.74435,員山鄉員山村復興路39號(員山國小)
388,C0UA00,土場,392.0,宜蘭縣,121.495333,24.576533,大同鄉土場
389,C0UA10,鴛鴦湖,1711.0,宜蘭縣,121.412228,24.590269,大同鄉100線林道約15K(太平山事業區32林班內，鴛鴦湖工作站旁空地)
390,C0UA20,多加屯,2619.0,宜蘭縣,121.373189,24.368614,大同鄉南湖大山指標8.4K處(多加屯避難山屋附近)
391,C0UA30,白嶺,1397.0,宜蘭縣,121.519031,24.527819,大同鄉太平山白嶺苗圃內
392,C0UA40,西德山,1121.0,宜蘭縣,121.752608,24.560647,南澳鄉安平坑林道(力霸產業道路)附近山區(南澳事業區28林班內)
393,C0UA50,西帽山,808.0,宜蘭縣,121.802628,24.555361,南澳鄉台泥大白山運石道附近山區(羅東事業區96林班內)
394,C0UA60,樟樹山,566.0,宜蘭縣,121.78325,24.41393,南澳鄉武塔村樟樹山附近山區
395,C0UA70,桃源谷,547.0,宜蘭縣,121.888875,24.962606,頭城鎮及新北市貢寮區交界之桃源谷附近空地
396,C0UA80,大溪漁港,10.0,宜蘭縣,121.902955,24.941801,頭城鎮大溪里濱海路5段492號(大溪安檢所樓頂)
397,C0UA90,石城,5.0,宜蘭縣,121.951214,24.980444,頭城鎮石城路85號(石城執檢站樓頂)
398,C0UB00,淡江大學蘭陽校園,379.0,宜蘭縣,121.730383,24.823239,礁溪鄉林尾路180號（淡江大學蘭陽校園內）
399,C0V210,復興,734.0,高雄市,120.806089,23.222403,桃源區復興里復興巷1鄰15號
400,C0V250,甲仙,298.0,高雄市,120.591758,23.080106,甲仙區(甲仙國民中學操場後方小山丘上)
401,C0V260,月眉,126.0,高雄市,120.539853,22.971003,杉林區月眉里山仙路1號月眉農場
402,C0V310,美濃,46.0,高雄市,120.519153,22.898742,美濃區福安里中山路二段204巷65號(美濃區福安國小後方)
403,C0V350,溪埔,36.0,高雄市,120.446797,22.738578,大樹區溪埔里之台29線近83K處
404,C0V360,內門,94.0,高雄市,120.466769,22.975481,內門區木柵里木柵3號（木柵國民小學）
405,C0V370,古亭坑,74.0,高雄市,120.401947,22.893178,田寮區古亭里
406,C0V400,阿公店,56.0,高雄市,120.355528,22.804194,燕巢區西燕里工程路1號（阿公店水庫內）
407,C0V440,鳳山,27.0,高雄市,120.356122,22.646653,鳳山區文山路園藝巷4號（鳳山熱帶園藝試驗分所）
408,C0V450,鳳森,51.0,高雄市,120.392592,22.545064,小港區水庫段96-1地號（鳳山給水廠內）
409,C0V490,新興,20.0,高雄市,120.298803,22.627422,新興區大同一路231號(大同國小內5樓頂)
410,C0V500,旗津,6.0,高雄市,120.285944,22.5886,旗津區中洲二路207號(旗津國中校園內)
411,C0V530,阿蓮,34.0,高雄市,120.327508,22.883208,阿蓮區阿蓮里民生路94號(阿蓮區公所)
412,C0V610,梓官,22.0,高雄市,120.267211,22.760558,梓官區梓官路258號(梓官區公所)
413,C0V620,永安,18.0,高雄市,120.236856,22.82315,永安區永安路32號(永安消防分隊)
414,C0V630,茄萣,19.0,高雄市,120.182608,22.906642,茄萣區濱海路四段27號(茄萣區公所)
415,C0V640,湖內,35.0,高雄市,120.2445,22.887139,湖內區中山路一段290之1號(湖街派出所)
416,C0V650,彌陀,28.0,高雄市,120.246361,22.783806,彌陀區中正北路7號(彌陀消防分隊)
417,C0V660,岡山,25.0,高雄市,120.294958,22.797078,岡山區岡山路341號(岡山地政事務所)
418,C0V670,楠梓,20.0,高雄市,120.286,22.71975,楠梓區德民路1010號(國昌國民中學)
419,C0V680,仁武,40.0,高雄市,120.347722,22.701083,仁武區中正路133號(仁武區公所)
420,C0V690,鼓山,30.0,高雄市,120.275575,22.623325,鼓山區臨海一路61-1號(鼓山消防分隊)
421,C0V700,三民,24.0,高雄市,120.311233,22.645017,三民區十全一路88號(十全消防分隊)
422,C0V710,苓雅,34.0,高雄市,120.330669,22.622742,苓雅區三多一路162號(苓雅消防分隊)
